0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8 ,0.8
0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81 ,0.81
0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82
0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83 ,0.83
0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84 ,0.84
0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85 ,0.85
0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86 ,0.86
0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87 ,0.87
0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88 ,0.88
0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89 ,0.89
