0.773598 ,0.747043 ,0.728118 ,0.717963 ,0.7109 ,0.706473 ,0.704957
0.77059 ,0.741718 ,0.726185 ,0.71428 ,0.70849 ,0.705385 ,0.703115
0.76536 ,0.738529 ,0.723435 ,0.712408 ,0.708897 ,0.705813 ,0.703618
0.761986 ,0.73509 ,0.719282 ,0.709629 ,0.70517 ,0.702858 ,0.701734
0.753766 ,0.731945 ,0.715543 ,0.708474 ,0.703415 ,0.702213 ,0.702772
0.751145 ,0.728894 ,0.715619 ,0.707818 ,0.702944 ,0.70211 ,0.702394
0.748255 ,0.725963 ,0.713458 ,0.705626 ,0.703084 ,0.70171 ,0.703052
0.741113 ,0.72326 ,0.712338 ,0.703621 ,0.701329 ,0.700673 ,0.703252
0.738298 ,0.720835 ,0.709914 ,0.703861 ,0.70019 ,0.700885 ,0.703933
0.737659 ,0.717903 ,0.706684 ,0.702009 ,0.700316 ,0.701084 ,0.702728
0.733522 ,0.71582 ,0.705967 ,0.70081 ,0.699883 ,0.701208 ,0.704054
0.730646 ,0.715391 ,0.704225 ,0.700301 ,0.699799 ,0.701563 ,0.703717
0.728144 ,0.711845 ,0.703098 ,0.698677 ,0.698746 ,0.700922 ,0.704498
0.725774 ,0.710391 ,0.703331 ,0.698823 ,0.699105 ,0.700275 ,0.705456
0.723126 ,0.709721 ,0.701255 ,0.699 ,0.699377 ,0.701475 ,0.704564
0.721257 ,0.708124 ,0.700377 ,0.698848 ,0.7003 ,0.702603 ,0.706277
0.719634 ,0.707179 ,0.700391 ,0.698435 ,0.699375 ,0.703217 ,0.706255
0.71706 ,0.705633 ,0.69932 ,0.698418 ,0.699371 ,0.703841 ,0.708939
0.716652 ,0.703335 ,0.699637 ,0.69806 ,0.700221 ,0.705326 ,0.709526
0.714916 ,0.702468 ,0.698234 ,0.698116 ,0.699949 ,0.704012 ,0.711156
0.712681 ,0.701831 ,0.698167 ,0.698702 ,0.701636 ,0.705387 ,0.712728
0.711534 ,0.702156 ,0.698902 ,0.698318 ,0.702321 ,0.706739 ,0.712636
0.710859 ,0.701211 ,0.697877 ,0.698548 ,0.701713 ,0.7081 ,0.713245
0.709403 ,0.700435 ,0.698128 ,0.698893 ,0.702541 ,0.709602 ,0.715026
0.708946 ,0.700112 ,0.698049 ,0.699664 ,0.704723 ,0.709997 ,0.717371
0.706099 ,0.699464 ,0.698327 ,0.699996 ,0.705066 ,0.711836 ,0.718299
0.706 ,0.698976 ,0.698207 ,0.701136 ,0.706624 ,0.710998 ,0.719489
0.70493 ,0.698564 ,0.698988 ,0.700261 ,0.706728 ,0.713697 ,0.72141
0.705432 ,0.698972 ,0.69867 ,0.702263 ,0.707902 ,0.71347 ,0.721658
0.70371 ,0.699672 ,0.699388 ,0.702161 ,0.70725 ,0.717131 ,0.72509
0.704269 ,0.698928 ,0.699397 ,0.703117 ,0.710047 ,0.715802 ,0.72555
0.702851 ,0.699033 ,0.700132 ,0.703828 ,0.709709 ,0.717696 ,0.726176
0.702573 ,0.699363 ,0.700446 ,0.704609 ,0.712268 ,0.71957 ,0.727781
0.702315 ,0.699564 ,0.700868 ,0.705864 ,0.712585 ,0.721083 ,0.731171
0.702364 ,0.698665 ,0.701468 ,0.706841 ,0.713902 ,0.722527 ,0.731374
0.702059 ,0.70061 ,0.701854 ,0.707768 ,0.716025 ,0.723786 ,0.733942
0.70187 ,0.699901 ,0.702201 ,0.708629 ,0.717418 ,0.724643 ,0.735694
0.700425 ,0.700802 ,0.702388 ,0.708142 ,0.71791 ,0.72641 ,0.737323
0.701697 ,0.700538 ,0.704763 ,0.709511 ,0.719019 ,0.728677 ,0.738594
0.701792 ,0.701992 ,0.705322 ,0.711592 ,0.719626 ,0.729244 ,0.740466
0.702529 ,0.702226 ,0.70521 ,0.713122 ,0.722135 ,0.731706 ,0.742817
0.701485 ,0.702213 ,0.705962 ,0.713455 ,0.722951 ,0.73538 ,0.742961
0.700679 ,0.702167 ,0.706646 ,0.714156 ,0.72454 ,0.734914 ,0.745163
0.701096 ,0.703973 ,0.708761 ,0.716602 ,0.725964 ,0.73617 ,0.747339
0.702375 ,0.703463 ,0.70803 ,0.717066 ,0.726676 ,0.738046 ,0.749209
0.702016 ,0.703874 ,0.710132 ,0.719041 ,0.728542 ,0.73938 ,0.751485
0.703022 ,0.70535 ,0.710858 ,0.720819 ,0.730631 ,0.741473 ,0.753158
0.70289 ,0.705097 ,0.712018 ,0.721969 ,0.732544 ,0.743903 ,0.75483
0.702999 ,0.706049 ,0.712926 ,0.722463 ,0.732498 ,0.745523 ,0.756237
0.702139 ,0.706453 ,0.713561 ,0.724728 ,0.735242 ,0.746658 ,0.759173
