7.7836,2.13134,4.48644,4.0073,3.24584,3.21029,3.28088,3.22895,2.85856
3.94715,2.73989,2.42366,3.18714,3.3254,3.28693,3.20968,3.1792,4.0171
2.46327,3.58429,3.22338,3.25696,3.21448,3.23428,3.20318,3.07161,5.40275
3.99222,3.41275,3.13523,3.21954,3.24056,3.22399,3.20358,4.59755,2.60528
