0.01,0.3,0.01,0.103076,0.0111969,
0.1,0.56,0.01,0.524652,0.152614,
0.28,0.6,0.01,1.14042,0.943804,
0.5,0.7,0.01,1.79845,1.25082,
0.75,0.74,0.01,2.48938,1.68968,
1,0.72,0.01,3.14737,2.03162,
