3.46287 ,3.4269 ,3.42256 ,3.43395 ,3.41789 ,3.46171 ,3.42371 ,3.42156 ,3.43216 ,3.4166 ,3.46347 ,3.42423 ,3.42328 ,3.43464 ,3.41832 ,3.46432 ,3.42347 ,3.4199 ,3.4349 ,3.4165
3.24155 ,3.23907 ,3.21296 ,3.20903 ,3.20988 ,3.24345 ,3.24015 ,3.21246 ,3.21163 ,3.20912 ,3.24318 ,3.23797 ,3.21248 ,3.21277 ,3.20896 ,3.24288 ,3.23794 ,3.21252 ,3.21266 ,3.20888
3.08898 ,3.09259 ,3.095 ,3.09444 ,3.09404 ,3.08919 ,3.09185 ,3.09551 ,3.09456 ,3.09338 ,3.08898 ,3.0917 ,3.09536 ,3.09507 ,3.09292 ,3.08886 ,3.09234 ,3.09525 ,3.09507 ,3.09414
3.03389 ,3.03224 ,3.032 ,3.03225 ,3.03258 ,3.03368 ,3.03218 ,3.03153 ,3.03212 ,3.03227 ,3.03374 ,3.03195 ,3.03182 ,3.03238 ,3.03253 ,3.03385 ,3.0317 ,3.03199 ,3.03243 ,3.03215
3.00632 ,3.00963 ,3.01388 ,3.01478 ,3.01557 ,3.00624 ,3.00955 ,3.01383 ,3.01464 ,3.01556 ,3.00653 ,3.00955 ,3.01415 ,3.01498 ,3.01543 ,3.00649 ,3.00947 ,3.01404 ,3.01463 ,3.01577
3.0084 ,3.0289 ,3.03014 ,3.03174 ,3.03284 ,3.00842 ,3.02899 ,3.03014 ,3.03176 ,3.03291 ,3.00847 ,3.02894 ,3.03018 ,3.0316 ,3.03259 ,3.00843 ,3.02879 ,3.03039 ,3.03147 ,3.03279
