0.01,0.91,0.07,0.0740082,1.48416e-05,
0.1,0.93,0.18,0.441205,0.000278455,
0.28,0.96,0.26,1.02183,0.0007045,
0.5,0.97,0.32,1.66001,0.00100886,
0.75,0.98,0.38,2.34277,0.00135214,
1,0.97,0.42,2.99986,0.00171384,
