0.01,0.19,0.01,0.800861,0.0538902,
0.1,0.38,0.01,3.86875,0.826417,
0.28,0.49,0.01,8.04407,2.28731,
0.5,0.52,0.01,12.2899,3.49602,
0.75,0.62,0.01,16.664,6.86503,
1,0.62,0.01,20.7258,10.2062,
